Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
1.151409662675253,1.1451443404853587,1.1444751207569142,1.1575093512572763,1.170060601890737,1.1509390703203006,1.1853750637381173,1.1615485843105668,1.1712160737096229,1.1722470458966436,1.1983635345832966,1.1805597368368668,1.1744586214917228,1.2079071413146993,1.2211899193785325,1.2214191694886798,1.2479782123201093,1.2366695888428518,1.2551349335810367,1.2766784403863245,1.2756982110386244,1.3009952539686942,1.2984072854654507,1.326822958467398,1.3559329551682078,1.357436007400298,1.3443865377991837,1.3715998257157944,1.3888632037375228,1.402243292937427
1.1506272795875494,1.1336319580040624,1.1412611537874944,1.1503903350304299,1.1529376472583353,1.146931104164423,1.150483607218062,1.162815425109741,1.1969321828010717,1.1931747931261971,1.1900244824222508,1.203122018795555,1.2024437547379212,1.2212844623467007,1.2296944400779541,1.2283433963943973,1.2342302365734088,1.2456791098528055,1.2667925541653582,1.2768716164847367,1.3008057281906356,1.3111273657567972,1.306461256592649,1.3163462156652086,1.3324984257087908,1.359446468117785,1.3497172095358885,1.4036746383922445,1.4025886296697023,1.4192438571959645
1.156417782852932,1.1539580106457952,1.162768073072519,1.1584025053172349,1.1626844476924592,1.1653204362808955,1.1740737443865066,1.1800526383401952,1.1845312411301065,1.1920749866677434,1.1762436710729673,1.200937557722826,1.2207708247231261,1.2126406928895435,1.228342940103342,1.2439972300463784,1.238322385440558,1.2757564879817611,1.2951746261333854,1.301565908453827,1.2955600064045028,1.3135752050788518,1.3260470490076104,1.3416081503266881,1.3454637096183821,1.3467963600923682,1.3822287803688076,1.3935611693377479,1.4135404606567052,1.4156612479862873
1.169455529792733,1.1794317678112471,1.1675289357145104,1.1819239940725135,1.162193352475324,1.1943343240002267,1.176746689040493,1.1693966783950187,1.1796358760971213,1.2108986206822179,1.1956311828714552,1.2158955080927165,1.2331747046085115,1.225774989655207,1.254807759804088,1.231469436649514,1.2808718441028277,1.2646386793459508,1.2749232623247324,1.2778277535651792,1.2979333209064245,1.3120298223728868,1.3376964575297727,1.3480511626339786,1.3785927033083298,1.3552061260406778,1.3688417013338505,1.3974022490364677,1.422686797272362,1.4355188631906468
1.1547643561441703,1.1702045452325827,1.1649689318271585,1.194096400584395,1.1768333708567889,1.183839373423172,1.1898370867627694,1.2001395221004145,1.1999145736502388,1.202156581526156,1.2082948598492176,1.2102905153818637,1.2459881255727945,1.2320589750445394,1.2298487847678805,1.2650054514907505,1.26321281839836,1.2607473074032574,1.282269099471174,1.306025589328114,1.312990373762598,1.3236655151204344,1.3376352526988264,1.3624581968705118,1.3659191547656502,1.3754963017293236,1.394589673787453,1.4036460925541572,1.428771375150469,1.4403896087897627
1.178086865668671,1.1768556087207742,1.2010121702783667,1.1858587202474238,1.1960280599282662,1.2000088916972615,1.1898029768343459,1.211832854940995,1.212568114576543,1.2104041143395048,1.235165780758758,1.2327357453435088,1.2466128040463194,1.2680677191665597,1.2670577912595948,1.280599330006217,1.2706617992354328,1.2845404440730792,1.2794953782778589,1.3209803752001503,1.3224097395789287,1.335924256512978,1.3621532906326916,1.3579208200793054,1.3724411996657797,1.3758675520912147,1.4063408009232676,1.4095867197773877,1.4461194914049085,1.451729694331033
1.2066230089628793,1.1862749917735709,1.1976791751913578,1.194460368416112,1.1972145271890022,1.2260950104170434,1.2041207748405065,1.2111308308035216,1.2326288539415273,1.234562152234446,1.2375552342793752,1.2523873359946265,1.2263971531347313,1.2685886436847016,1.2635201434138714,1.265542091768321,1.280006166728924,1.3075651233947405,1.3216917306014406,1.3122014336023777,1.33319518382335,1.3436168668060668,1.358055622666642,1.3638473591026925,1.3771135823495277,1.3988001882643801,1.4020209092915783,1.4294611178330396,1.4291281903295148,1.455863287826048
1.2130692346446352,1.2032038795092759,1.2152433405775087,1.2200866082598816,1.219602494399955,1.2369119431103142,1.1989038391035838,1.2315596276088263,1.2086667309257382,1.2369166168471828,1.2391347094925933,1.2583951827490898,1.2703552228991513,1.2528131810793894,1.2778264781958557,1.2887236697838718,1.2916377612171657,1.2945007851209802,1.314042412943321,1.3328004205016233,1.3560072931489597,1.369422038529222,1.3686779299697442,1.3742158491506036,1.402363481061427,1.4089547590631037,1.420315414746501,1.41396754275627,1.4497260061076669,1.4662950116952536
1.218495391206714,1.227621519040971,1.225713527022917,1.2102098381171487,1.222587016145785,1.2217075183084913,1.2353180890919588,1.2411471996477466,1.2656304271456151,1.2526419613937863,1.2437262025536073,1.2857093977039473,1.2758207074278103,1.2828380210468031,1.2807671731380088,1.3119275771410006,1.3129079817098062,1.3331816631434055,1.3133651141599756,1.3469878085334839,1.3327567399985576,1.3638919848150575,1.3748461637660914,1.3880650533770378,1.4025676189887715,1.427123960265024,1.4286764626631343,1.4231696569299244,1.4519182995769406,1.483213956527804
1.230787690374296,1.2473785827836872,1.2423244618107097,1.2256655401959127,1.2399941265969723,1.2597217232436595,1.235736030011955,1.2452707379585553,1.2640632648348862,1.2579506443229211,1.2753283284026022,1.2840421806163733,1.2902436513328814,1.2849800352862684,1.2908256057269067,1.2977933382230702,1.3162302296860033,1.3229316383943432,1.334876000041573,1.3486516276787888,1.3645233287495016,1.3665734735686916,1.3877782792063371,1.3986060622219807,1.4300540280931362,1.4345001677205795,1.4579010669794352,1.4643910504965372,1.4691022832719685,1.4710620891321802
1.267150301521297,1.2337880513488222,1.2545006003283916,1.2551887834865632,1.2595462387946434,1.2545544746799924,1.2772036960845696,1.2678736933862362,1.2640670044264157,1.2780301420533688,1.2678303259298536,1.3094962286435476,1.3040218847474039,1.315859296832552,1.300975753318504,1.3288657684940401,1.3273307761378255,1.3478177933218445,1.359245748499222,1.3653687993722832,1.4041640997822558,1.3751432078897812,1.4062134160459574,1.4188233689275898,1.4079246453227465,1.4405594221197544,1.4364859357689368,1.4819198217053948,1.502105243583024,1.4917213867084436
1.268038335724367,1.2539408115775101,1.2681659121119562,1.2575294234116023,1.261090165842242,1.2632102630999982,1.2859724498307847,1.2882785731619137,1.2716421833964147,1.2821532653142695,1.308926438742917,1.2939449930707931,1.3113221605610006,1.3127483946086902,1.3354635509860489,1.3245927399862154,1.3497117647159402,1.3589944228786492,1.3635027540430444,1.3658269747641776,1.393991637024609,1.392630103644251,1.4244773774911799,1.4244817790888877,1.4371526809790316,1.463501844392978,1.4795467934082653,1.4759331332647698,1.5174813512337932,1.5296306414419845
1.2759043378444486,1.264946139334926,1.2686856508627729,1.2863852857323845,1.2925463988537933,1.2544485140442245,1.2886489188579233,1.2846429598290436,1.269948923058482,1.2933916105511278,1.324452271777167,1.3124150572399105,1.3261207239766906,1.331151171324006,1.3530941881092138,1.354936765317012,1.3753583532809732,1.374535702418044,1.3819381036005027,1.3859384564534094,1.3938408991741722,1.4133280782922983,1.4384622966110028,1.4377325218889634,1.4469396569944917,1.4686936146507892,1.4690252317587151,1.4879680573135896,1.4891088392498402,1.526336690881604
1.3084824968339803,1.2706358158843771,1.2947278807408784,1.2913820901090218,1.2827097599259993,1.301871670381178,1.2913045073026106,1.321298385104642,1.3183734621878735,1.3233055447818405,1.317629122872689,1.3234443736236519,1.3353975497299317,1.3555803702240603,1.3439879652094464,1.3633278125994746,1.380013094573429,1.3747347567879815,1.3910994986973415,1.4138413461633696,1.4094409095049698,1.4184981960501521,1.4476733688480299,1.4594473168727327,1.4836184897722593,1.468936161112193,1.4969932984661014,1.5038496003262998,1.5145399144655547,1.5231335237471197
1.3013693141010736,1.3045246826122872,1.291900246875203,1.2958787768612476,1.3169742028122169,1.3174672623867405,1.32690904517813,1.3174627354384778,1.3245289109198153,1.329506647696279,1.350246949596741,1.3363922665804449,1.3465574101713744,1.349487675148709,1.3548191029417358,1.3748761338386115,1.392126873143663,1.392611265266406,1.414561563581559,1.4272159390486765,1.4156473310225077,1.441776325820772,1.4414851258779686,1.4605904733442505,1.4652195809043305,1.5168858447087747,1.4897706531118244,1.5191440901915443,1.5425903725121528,1.533680481299465
1.3221364259925767,1.3252305913573992,1.314279117243712,1.315674327140877,1.339927833115593,1.3324707460645115,1.3446035183187444,1.3268967690025335,1.3304506995855958,1.3488586092159935,1.3407570507090225,1.3528533594210879,1.3633306886804704,1.3719887075178212,1.391793064867303,1.4007713425266297,1.3946580900188177,1.403972907577979,1.40793280217224,1.4322476487175826,1.4242098652226858,1.4503879682101208,1.4602013819402944,1.495446127891316,1.4932967475750247,1.5065445931962407,1.5242202122863326,1.5442908724881674,1.5589191306237666,1.555502848246577
1.3172955217670506,1.3379560957800676,1.3313152059952766,1.3353481851970246,1.3324022676719043,1.3387377431091831,1.3243925327277866,1.3467307089534573,1.3452490671135895,1.3571731843273604,1.376507822876239,1.3512024193413796,1.3621896102909388,1.3865445504224374,1.3869553547923077,1.39771727439319,1.4155275865030092,1.4223384858888726,1.443028607482073,1.4535176549529696,1.426261066683587,1.4802695712095855,1.4831792644196047,1.491825943492854,1.5012327825010592,1.5155842204392451,1.5300399074678048,1.5526624139325136,1.5508332565430492,1.5651487343258659
1.3539983173855472,1.339027982935048,1.3577146010033085,1.342152002565832,1.3622245089862517,1.3485763456504494,1.354877184227446,1.3554154847878943,1.3956830910403653,1.3896214498971153,1.3738774369814148,1.393188700592921,1.3890760487410658,1.3968437770828686,1.392689451208655,1.4177840056000552,1.4350770725120658,1.4456558681437546,1.4387696348686665,1.4508990912545132,1.4617235184709767,1.4850064686332627,1.4852157633679897,1.5086612836462907,1.5205055010537776,1.5346479721100066,1.5574381531828143,1.5499338874951927,1.5678414403352703,1.597106708154716
1.3431844261106216,1.3689756164509403,1.372948324195923,1.3623061192891848,1.361954757203543,1.3570362220617895,1.3741572782579643,1.3758546455764729,1.3825719435057338,1.3844412220198712,1.3756855797430354,1.39240102987275,1.4214846746312408,1.4213934970458875,1.4199155136206285,1.4437444617266315,1.4510468468620128,1.4540080664706452,1.4620727258891428,1.4751050678909148,1.495980944229703,1.499169119812824,1.5184896704151492,1.529574927993182,1.5325206204613846,1.5358793428303148,1.565894458111055,1.5855285944583712,1.5984096365985538,1.6058611538672845
1.3714453983133865,1.3871489294837827,1.3816277669060928,1.3791754678037507,1.3767636571547555,1.3877636120110346,1.4007371017540438,1.3829369645379983,1.4094360319718715,1.4133269040576764,1.4084651153709717,1.4094770777182304,1.420196729782314,1.4282577804764682,1.4325193520008028,1.4483256504855422,1.4526735136859965,1.4696676476611719,1.4810365819015208,1.4821691385414786,1.5064850112124633,1.497251228195848,1.5089368737806246,1.5515818602923142,1.5472674737153493,1.547417777432929,1.5777335931331824,1.5892280921316768,1.6007054582281914,1.620573840704238
